Record_ID,Year,Quarter,State,Region,District,Rural_Urban,Population,Branches,Banking_Outlets,ATMs,BC_Outlets,Total_Accounts,Active_Accounts,Women_Accounts,Jan_Dhan_Accounts,Total_Deposits_Lakh,Savings_Deposits_Lakh,Current_Deposits_Lakh,Term_Deposits_Lakh,Total_Loans_Lakh,Agricultural_Loans_Lakh,MSME_Loans_Lakh,Personal_Loans_Lakh,Digital_Transactions,UPI_Transactions,Mobile_Banking_Users,Internet_Banking_Users,Agricultural_Beneficiaries,SHG_Accounts,KCC_Accounts,Active_Ratio,Women_Ratio,JanDhan_Ratio,Mobile_Banking_Ratio,Internet_Banking_Ratio,UPI_Share_of_Digital,Agri_Loan_Share,MSME_Loan_Share,Personal_Loan_Share,Savings_Deposit_Share,Term_Deposit_Share,Accounts_per_Branch,Population_per_Branch,Population_per_Outlet,Deposits_per_Account,Loans_per_Account,Year_Quarter
453,2024,Q1,Uttar Pradesh,North,Agra,Rural,575491,17,30,13,21,362017,253555,150869,108445,62334.12,32941.02,7961.06,21432.03,37596.53,15572.64,7199.47,14824.41,3278505,2157604,113652.0,54862.0,42227,18020.0,19281,0.7003952853042813,0.41674562244314495,0.2995577555750144,0.3139410580166125,0.15154536941635338,0.6581060574865678,0.41420418320520536,0.19149293831106223,0.39430261250173887,0.5284588921765478,0.3438250191067107,21295.117647058825,33852.41176470588,19183.033333333333,0.17218561559263793,0.10385294060776151,2024-Q1
454,2024,Q2,Uttar Pradesh,North,Agra,Rural,575491,18,30,16,13,321787,218485,183344,93467,40423.84,19677.34,7126.17,13620.33,22555.54,9276.39,5712.57,7566.57,3765644,2478684,98672.0,37422.0,47800,14435.0,25262,0.6789739796822122,0.5697682007041925,0.2904623244568612,0.3066376205378092,0.11629431891282122,0.6582364132137823,0.41126880580114683,0.2532668249130812,0.33546392593571245,0.4867756254724935,0.3369380543758337,17877.055555555555,31971.722222222223,19183.033333333333,0.12562297420343269,0.07009462781280786,2024-Q2
455,2024,Q3,Uttar Pradesh,North,Agra,Urban,575491,30,46,18,36,323021,236172,142346,119522,26681.72,13678.61,3781.58,9221.54,18242.35,7495.3,4661.81,6085.24,4196946,2917628,104002.0,61103.0,46544,10787.0,28169,0.7311351274375351,0.44067103996334606,0.37001309512384645,0.3219666832806536,0.1891610762148591,0.6951788276522977,0.41087359907029525,0.2555487642765324,0.3335776366531724,0.5126584792884417,0.345612651658139,10767.366666666667,19183.033333333333,12510.673913043478,0.082600573956492,0.056474192080391054,2024-Q3
456,2024,Q4,Uttar Pradesh,North,Agra,Rural,575491,23,40,19,22,362452,272448,170990,154609,44299.32,20863.95,7507.62,15927.75,31626.12,14864.37,5860.78,10900.97,4342610,3169056,98257.0,47659.0,44824,22295.0,28670,0.7516802224846324,0.47175901912529106,0.4265640691732974,0.27108968911745557,0.13149051460607197,0.72975837111783,0.47000295957898097,0.18531454380113652,0.34468249661988254,0.4709767553994057,0.35954840841800734,15758.782608695652,25021.347826086956,14387.275,0.12222120446293579,0.08725602286647612,2024-Q4
457,2025,Q1,Uttar Pradesh,North,Agra,Semi-Urban,582157,29,50,17,31,377518,261164,198401,88884,40950.65,20063.36,6164.23,14723.06,30191.7,16307.82,7357.46,6526.42,2194350,1661978,58465.0,49771.0,24008,16756.0,12812,0.6917921794457483,0.5255405040289469,0.2354430782108403,0.15486678780879323,0.13183742232158466,0.7573896598081437,0.5401424894921452,0.24369147812147046,0.21616603238638432,0.48993996432291065,0.35953177788386753,13017.862068965518,20074.379310344826,11643.14,0.10847337080616024,0.07997419990569986,2025-Q1
458,2025,Q2,Uttar Pradesh,North,Agra,Semi-Urban,582157,22,39,24,16,316651,216240,171694,128081,24606.1,13265.86,2296.61,9043.62,14613.3,5180.03,2440.03,6993.25,2391110,1745109,62397.0,28760.0,31773,19439.0,15401,0.6828969433224591,0.5422184044894852,0.404486327218294,0.197052906828022,0.09082554610596524,0.7298321699963615,0.35447366440160677,0.16697323670902536,0.4785537831974982,0.5391289151876975,0.3675356923689655,14393.227272727272,26461.68181818182,14927.102564102564,0.07770731815152959,0.046149546345977115,2025-Q2
459,2025,Q3,Uttar Pradesh,North,Agra,Semi-Urban,582157,29,48,30,26,373772,331180,185277,110940,70896.28,30852.59,12738.99,27304.69,45259.39,23546.27,8290.42,13422.7,6068433,3919292,135834.0,74479.0,21249,20629.0,10704,0.8860481791038387,0.49569523666834325,0.29681196023244116,0.3634140599081793,0.19926318718363067,0.6458491014072332,0.5202515986185409,0.18317569017169696,0.29657271120976225,0.4351792505897348,0.38513572221278747,12888.689655172413,20074.379310344826,12128.270833333334,0.18967787849277098,0.12108823025801825,2025-Q3
460,2025,Q4,Uttar Pradesh,North,Agra,Semi-Urban,582157,23,51,18,32,339319,257129,155675,118210,28849.31,12481.96,4201.82,12165.53,16042.84,8284.16,2959.23,4799.45,4074483,2348553,91031.0,44302.0,45685,13316.0,33277,0.7577795525744211,0.45878656957022745,0.3483742437057754,0.26827557549090975,0.13056150701846936,0.5764051537336148,0.5163773995128045,0.18445798873516162,0.2991646117520339,0.4326606078273622,0.42169223458030713,14753.0,25311.17391304348,11414.843137254902,0.08502120423554237,0.0472795216300885,2025-Q4
461,2021,Q1,Uttar Pradesh,North,Varanasi,Semi-Urban,914764,18,28,13,24,316639,266825,160268,108730,37999.54,19591.65,4835.3,13572.6,29656.49,12952.16,5584.86,11119.48,2696086,1899865,73543.0,32328.0,75605,11121.0,60850,0.8426788866816785,0.5061536955333993,0.34338789599512376,0.2322613449385578,0.10209734113612032,0.7046752217844683,0.4367394792842983,0.18831830739241223,0.3749425505176101,0.5155759780249972,0.3571780079443067,17591.055555555555,50820.22222222222,32670.14285714286,0.12000903236809111,0.09366025663294794,2021-Q1
462,2021,Q2,Uttar Pradesh,North,Varanasi,Rural,914764,9,20,8,12,242012,164954,92391,89638,30330.56,14383.65,4911.53,11035.37,17989.98,6920.29,3736.93,7332.76,2540310,1293234,53809.0,31298.0,51293,16181.0,24349,0.681594301109036,0.3817620613853859,0.37038659240037686,0.22234021453481645,0.12932416574384742,0.5090851116596006,0.38467469113361996,0.20772285461128917,0.4076024542550909,0.4742296218731207,0.36383667166052985,26890.222222222223,101640.44444444444,45738.2,0.12532667801596614,0.07433507429383666,2021-Q2
463,2021,Q3,Uttar Pradesh,North,Varanasi,Urban,914764,16,34,14,20,537487,350997,293812,197892,85440.84,45458.72,8558.61,31423.52,59109.34,26528.78,9914.44,22666.12,5304349,3351655,164338.0,51145.0,33423,38289.0,25574,0.6530334687164526,0.5466401978094354,0.3681800676109376,0.30575251122352726,0.09515578981445133,0.6318692454059867,0.448808597761369,0.16773051433157604,0.38346088790705496,0.5320490762965345,0.36778102837003945,33592.9375,57172.75,26904.823529411766,0.1589635470253234,0.10997352494106834,2021-Q3
464,2021,Q4,Uttar Pradesh,North,Varanasi,Rural,914764,8,13,4,8,285734,217693,163806,97361,55192.89,27377.85,9132.26,18682.78,38941.42,20394.62,7820.25,10726.56,3106318,2319573,55183.0,63362.0,83490,7909.0,53046,0.7618729307677771,0.5732814435803929,0.34073998894076307,0.19312717422497847,0.22175169913275983,0.7467274760665199,0.523725637123659,0.20082087402051596,0.27545374565180214,0.4960394355142483,0.33849975966107226,35716.75,114345.5,70366.46153846153,0.19316178683670826,0.1362855662959256,2021-Q4
465,2022,Q1,Uttar Pradesh,North,Varanasi,Rural,925741,16,28,13,21,254135,215490,127378,106584,28039.21,14048.77,2483.74,11506.7,24392.54,8726.11,6475.99,9190.44,1631211,1087446,76827.0,41745.0,64906,9922.0,51066,0.8479351525763865,0.5012217915674739,0.41939913825329056,0.30230782851633975,0.16426308851594626,0.6666495015053233,0.3577368326545739,0.26549059671522524,0.37677257063020086,0.50104015056059,0.4103788944125031,15883.4375,57858.8125,33062.17857142857,0.1103319495543707,0.09598260766915223,2022-Q1
466,2022,Q2,Uttar Pradesh,North,Varanasi,Rural,925741,14,26,11,11,393114,284956,155734,118457,59711.76,31714.51,5108.25,22889.0,38448.31,19756.51,6581.78,12110.02,4610302,2711948,126072.0,39431.0,66405,12832.0,31508,0.7248686131758217,0.39615480496751576,0.30132989412740324,0.32070086539782355,0.1003042374476615,0.5882365189959357,0.513845992190554,0.17118515742304408,0.31496885038640193,0.5311266993302491,0.3833248257964595,28079.571428571428,66124.35714285714,35605.42307692308,0.15189425968039805,0.09780447910784149,2022-Q2
467,2022,Q3,Uttar Pradesh,North,Varanasi,Rural,925741,12,23,10,16,357243,282383,165173,114139,48547.1,22176.32,3911.54,22459.24,37135.41,14501.09,10569.33,12064.98,2376360,1493664,125195.0,38219.0,66239,13841.0,47375,0.7904507576075669,0.4623547557264943,0.31949961230870866,0.35044773445525873,0.10698320191018439,0.628551229611675,0.39049225523563624,0.2846159501133823,0.3248915253662205,0.45680009722516896,0.46262783976797794,29770.25,77145.08333333333,40249.608695652176,0.13589377538538194,0.10395000041988227,2022-Q3
468,2022,Q4,Uttar Pradesh,North,Varanasi,Semi-Urban,925741,14,25,7,19,352635,301027,163643,120314,69825.51,33477.36,7044.62,29303.53,56265.27,24566.32,10515.19,21183.77,2324202,1129757,137012.0,48050.0,66967,20482.0,37842,0.853650375033675,0.46405773675330014,0.3411856452138897,0.38853772314149193,0.13625987210571838,0.48608382576041154,0.43661605107377965,0.18688597779767166,0.3764981488580789,0.4794431147012031,0.41966796948565077,25188.214285714286,66124.35714285714,37029.64,0.19801071929899186,0.15955668042026458,2022-Q4
469,2023,Q1,Uttar Pradesh,North,Varanasi,Rural,936718,16,25,16,14,410830,274445,219510,109657,37673.33,20999.12,4534.25,12139.96,29452.66,13589.85,8229.48,7633.33,3318675,1945313,82858.0,61677.0,82887,13678.0,41884,0.6680257040625076,0.534308594795901,0.26691575590877004,0.2016843950052333,0.15012779008348953,0.5861715895651126,0.4614133324460338,0.27941381185943814,0.2591728556945281,0.5574001554946164,0.32224281739893973,25676.875,58544.875,37468.72,0.09170053306720542,0.07169062629311394,2023-Q1
470,2023,Q2,Uttar Pradesh,North,Varanasi,Rural,936718,9,18,5,9,409981,282498,210595,153919,58481.48,31455.15,7356.53,19669.81,43152.35,21080.9,10481.99,11589.46,2909374,1583140,126689.0,54063.0,34908,11131.0,26946,0.6890514438473978,0.5136701456896783,0.37542959307870366,0.30901188103838956,0.13186708652352183,0.5441514222647209,0.4885226412930003,0.24290658562048184,0.2685707730865179,0.5378651497875909,0.3363425481024078,45553.444444444445,104079.77777777778,52039.88888888889,0.14264436644624995,0.105254511794449,2023-Q2
471,2023,Q3,Uttar Pradesh,North,Varanasi,Semi-Urban,936718,19,42,15,28,386770,340155,201016,105977,57176.54,25275.68,7954.65,23946.22,37386.55,13476.72,10947.23,12962.61,5058007,2969531,131567.0,100476.0,61599,22737.0,49605,0.8794761744706157,0.5197300721358947,0.2740052227421982,0.34016857563926883,0.2597822995578768,0.5870950751946369,0.36046974112347885,0.2928119871986048,0.3467185391537866,0.44206382547807194,0.4188119812776359,20356.315789473683,49300.94736842105,22302.809523809523,0.14783085554722444,0.0966635209556067,2023-Q3
472,2023,Q4,Uttar Pradesh,North,Varanasi,Rural,936718,18,40,19,23,431761,315792,246364,158708,37533.23,18673.37,4730.41,14129.44,27659.51,10507.21,6242.29,10910.01,3348094,1609550,137714.0,38872.0,56149,26516.0,41861,0.7314046428463895,0.5706027177072501,0.3675829915161397,0.31895886844805343,0.09003129045930504,0.48073620394170535,0.37987693925163535,0.22568331832342656,0.3944397424249381,0.4975156681159601,0.37645148046144705,23986.722222222223,52039.88888888889,23417.95,0.08693057038500468,0.06406208527402892,2023-Q4
473,2024,Q1,Uttar Pradesh,North,Varanasi,Urban,947695,15,34,14,18,553297,486242,289085,164527,84205.27,40572.33,10157.88,33475.06,50948.95,18067.37,9103.22,23778.36,8515475,4972262,189732.0,136370.0,67251,39758.0,34419,0.8788083072924668,0.5224770783141784,0.29735747708735094,0.34291167311588533,0.24646799097049144,0.5839089422492579,0.3546171216482381,0.17867335833221293,0.466709520019549,0.48182649375745723,0.3975411515217515,36886.46666666667,63179.666666666664,27873.382352941175,0.15218819187524965,0.09208246204118221,2024-Q1
474,2024,Q2,Uttar Pradesh,North,Varanasi,Semi-Urban,947695,18,38,10,26,488573,307484,194558,112526,57752.62,29175.22,6166.06,22411.35,49137.49,20817.22,8175.35,20144.92,3533126,1986156,91648.0,69559.0,40636,32225.0,33263,0.6293511921452885,0.3982168478405479,0.23031563348772854,0.18758302239378763,0.14237176430134288,0.5621526093323589,0.4236524901862102,0.1663770371665301,0.4099704726472597,0.5051756959251372,0.3880577192861553,27142.944444444445,52649.72222222222,24939.342105263157,0.1182067367619578,0.10057348645954647,2024-Q2
475,2024,Q3,Uttar Pradesh,North,Varanasi,Rural,947695,18,38,13,27,365706,272856,186266,153628,59108.7,27968.44,7510.02,23630.24,38644.73,18937.37,10653.49,9053.87,2809861,2086312,111911.0,86731.0,76760,15765.0,55392,0.7461075289987039,0.5093326333174736,0.4200860800752517,0.3060135737450302,0.23716045129147456,0.7424965149521631,0.49003758080338505,0.27567769266339803,0.23428472653321683,0.4731696010908716,0.3997760059009926,20317.0,52649.72222222222,24939.342105263157,0.1616290134698364,0.10567157771543262,2024-Q3
476,2024,Q4,Uttar Pradesh,North,Varanasi,Rural,947695,9,19,7,8,394638,315573,166496,89339,52136.2,29209.66,9010.27,13916.27,37772.98,18915.22,8366.81,10490.95,3706914,2484627,130641.0,50794.0,34201,24121.0,25963,0.7996518328189378,0.42189550930219594,0.2263821527577172,0.3310400924391468,0.12871036240808031,0.6702683148300715,0.5007605965957677,0.221502513172114,0.2777368902321183,0.5602567889489453,0.2669214480533679,43848.666666666664,105299.44444444444,49878.68421052631,0.1321114540414253,0.09571551649866461,2024-Q4
477,2025,Q1,Uttar Pradesh,North,Varanasi,Rural,958672,16,34,11,15,381883,296988,157506,108869,74743.56,43183.53,11712.41,19847.62,64343.11,25302.14,17244.46,21796.51,3539759,2067318,66898.0,75480.0,83159,25858.0,38107,0.77769369152332,0.41244569671862846,0.2850846987166226,0.17517930884590308,0.19765216047847114,0.5840278956844237,0.39323775303991365,0.2680078721715503,0.338754374788536,0.5777558628462439,0.2655428775402188,23867.6875,59917.0,28196.235294117647,0.19572371642623526,0.16848906602283945,2025-Q1
478,2025,Q2,Uttar Pradesh,North,Varanasi,Semi-Urban,958672,16,29,12,23,391330,345956,162764,140554,60073.27,28352.18,9820.77,21900.31,48142.46,20018.56,11301.63,16822.27,4270489,2159979,81658.0,55958.0,82062,23832.0,65579,0.8840518232693635,0.4159251782383155,0.35917000996601334,0.20866787621700356,0.1429944037002019,0.5057919596561424,0.4158192165502137,0.23475389500245727,0.34942688844732905,0.47195999152368434,0.3645599781733207,24458.125,59917.0,33057.65517241379,0.15351051542176677,0.12302266629187641,2025-Q2
480,2025,Q4,Uttar Pradesh,North,Varanasi,Rural,958672,16,31,17,14,355908,281099,189011,145689,71452.58,32620.46,5893.48,32938.65,48348.06,18290.54,12544.11,17513.41,4827786,2677601,110160.0,36203.0,58415,20783.0,35568,0.7898080402800723,0.5310670173190825,0.40934454971509493,0.3095181900940693,0.10172010744349663,0.5546229679608831,0.37830969846566753,0.2594542573166328,0.3622360442176997,0.456532990131357,0.46098615333414134,22244.25,59917.0,30924.90322580645,0.20076137653550918,0.13584426312417816,2025-Q4
481,2021,Q1,Uttar Pradesh,North,Prayagraj,Rural,1301728,15,31,10,14,657859,409781,333728,199144,76710.35,42462.78,10420.27,23827.3,42977.84,19008.25,9660.83,14308.76,2896435,1826502,148089.0,104162.0,91509,27740.0,63808,0.6229009559799288,0.5072941162163929,0.3027153234963723,0.22510750783982586,0.15833484074854945,0.6306034832475095,0.442280254196116,0.2247863084789743,0.3329334373249098,0.5535469464029299,0.3106138871742861,43857.26666666667,86781.86666666667,41991.22580645161,0.11660606604150739,0.06532986551829495,2021-Q1
482,2021,Q2,Uttar Pradesh,North,Prayagraj,Rural,1301728,13,23,14,13,523705,412046,300708,223332,71061.28,40086.03,9737.09,21238.17,47666.4,24588.19,10294.82,12783.39,5358433,3115623,94297.0,117109.0,65156,28641.0,34335,0.7867902731499604,0.5741934867912278,0.42644618630717673,0.18005747510525963,0.22361634889871207,0.5814429330365799,0.515839039658963,0.21597645301512175,0.2681845073259151,0.5641050935192836,0.2988711996181324,40285.0,100132.92307692308,56596.86956521739,0.13568951986328182,0.09101765306804403,2021-Q2
483,2021,Q3,Uttar Pradesh,North,Prayagraj,Rural,1301728,19,37,18,26,636931,438740,352450,198479,49444.85,26823.22,4297.42,18324.21,29599.18,14469.42,8434.7,6695.05,3428831,2278588,168814.0,72154.0,49262,35436.0,26279,0.6888344263350347,0.5533566430272667,0.31161774195321,0.26504283823522484,0.11328385649308952,0.6645378556131812,0.48884529909274516,0.2849639753533713,0.22619038770668648,0.5424876402699169,0.37059896025571926,33522.68421052631,68512.0,35181.83783783784,0.07762983745492055,0.04647156442377589,2021-Q3
484,2021,Q4,Uttar Pradesh,North,Prayagraj,Urban,1301728,26,50,17,38,782488,552317,427907,222888,97083.93,42583.34,8144.33,46356.25,76608.77,36697.7,15285.84,24625.23,10458810,6505698,163958.0,170666.0,108234,48384.0,60611,0.7058472462197504,0.5468543926552228,0.28484526280275224,0.20953420371941806,0.21810685914672173,0.6220304221990839,0.47902740117091025,0.1995312024980952,0.32144139633099444,0.4386239823624775,0.47748633579213373,30095.69230769231,50066.46153846154,26034.56,0.12407082281134023,0.09790408287411437,2021-Q4
485,2022,Q1,Uttar Pradesh,North,Prayagraj,Rural,1317348,16,34,14,13,621221,519466,342988,138394,92106.31,49101.84,13222.98,29781.49,55167.51,27761.64,9354.68,18051.2,7420999,5618488,225896.0,89548.0,72967,31150.0,45338,0.8362016094111435,0.5521191331265363,0.2227774012790939,0.36363226613395233,0.14414837875731826,0.7571066914306281,0.5032244522183437,0.16956864647325934,0.3272070825745081,0.5330996323704641,0.3233382164587855,38826.3125,82334.25,38745.529411764706,0.14826657501919607,0.08880496634852976,2022-Q1
486,2022,Q2,Uttar Pradesh,North,Prayagraj,Rural,1317348,16,32,15,24,699050,533239,366164,271346,89891.62,44053.09,14764.5,31074.03,67139.31,33226.68,12483.72,21428.91,7566656,3674834,251010.0,107082.0,56170,44810.0,45393,0.7628052356769902,0.5238023031256706,0.38816393677133254,0.35907302768042343,0.15318217581002788,0.4856615656903129,0.4948915918260107,0.1859375677229927,0.3191708404509966,0.490068929673311,0.34568327948700894,43690.625,82334.25,41167.125,0.12859111651527072,0.0960436449467134,2022-Q2
487,2022,Q3,Uttar Pradesh,North,Prayagraj,Rural,1317348,16,25,10,22,747481,481740,367446,204297,66251.62,33950.12,5731.66,26569.85,45931.73,17318.35,9102.51,19510.86,7337752,5433889,129875.0,142881.0,76416,30400.0,45147,0.6444846089733385,0.4915790501698371,0.27331397052232764,0.17375023579194654,0.19115000916411254,0.7405386554356157,0.37704545419909063,0.19817476938055675,0.4247795587059316,0.5124421108495159,0.40104453294877923,46717.5625,82334.25,52693.92,0.08863318264945864,0.0614486923413438,2022-Q3
488,2022,Q4,Uttar Pradesh,North,Prayagraj,Rural,1317348,16,34,11,15,658246,488517,379260,194059,97492.84,56399.14,12138.94,28954.76,74022.66,27783.99,19440.08,26798.59,8655217,6674606,141667.0,102453.0,79665,43931.0,37421,0.7421495914901116,0.5761675726096323,0.29481227383075626,0.21521893030872957,0.1556454577771836,0.7711656449514784,0.37534438778611845,0.2626233642508929,0.3620322479629886,0.5784952002629117,0.29699370743533576,41140.375,82334.25,38745.529411764706,0.14811003788857052,0.1124544015459266,2022-Q4
489,2023,Q1,Uttar Pradesh,North,Prayagraj,Semi-Urban,1332969,19,42,19,18,843274,546321,459207,305135,75621.99,38785.24,10545.87,26290.89,48850.68,19701.45,13031.16,16118.07,7839610,3950260,156669.0,114319.0,94204,45932.0,66240,0.6478570429065761,0.5445525416412696,0.3618456160156722,0.18578658893787783,0.13556566430365458,0.5038847595734992,0.4032994013594079,0.2667549356528916,0.32994566298770045,0.512883091280724,0.34766196975244895,44382.84210526316,70156.26315789473,31737.35714285714,0.0896766531400233,0.05792978320213833,2023-Q1
490,2023,Q2,Uttar Pradesh,North,Prayagraj,Rural,1332969,23,43,16,32,493949,439430,250415,200666,62083.96,35022.56,5580.56,21480.84,36545.44,14978.85,10757.83,10808.76,6485512,3925306,169003.0,101437.0,107283,22060.0,81079,0.8896262569617511,0.5069652939878408,0.4062484183589804,0.34214665886559137,0.20535925773713481,0.6052422692302474,0.40986919298276336,0.2943685997486964,0.2957622072685402,0.5641160776471088,0.34599661490665223,21476.043478260868,57955.17391304348,30999.279069767443,0.12568900837940758,0.0739862617395723,2023-Q2
491,2023,Q3,Uttar Pradesh,North,Prayagraj,Rural,1332969,18,34,16,18,541733,407137,266636,135404,76564.03,36964.52,8263.69,31335.81,65643.35,31946.47,12914.96,20781.92,4788122,3490479,157850.0,117953.0,59003,35829.0,38346,0.7515455030430119,0.4921908024801886,0.24994600661211336,0.29137970180882466,0.21773272073143043,0.7289870642393824,0.4866672709421441,0.19674437700086905,0.31658835205698665,0.48279224591495506,0.409275870144244,30096.277777777777,74053.83333333333,39204.970588235294,0.1413316707677029,0.12117288405912138,2023-Q3
492,2023,Q4,Uttar Pradesh,North,Prayagraj,Rural,1332969,12,22,13,16,674471,439920,312659,185641,57566.82,32368.08,8494.56,16704.18,36404.94,16917.99,10632.17,8854.78,8230341,5923063,179468.0,113453.0,57580,28585.0,46472,0.6522444997635184,0.463561813628755,0.2752394098486073,0.266087051926621,0.16821034558935818,0.7196619192327511,0.4647168763360138,0.2920529466605356,0.24323017700345062,0.562269724122333,0.29017027516892546,56205.916666666664,111080.75,60589.5,0.08535106772566944,0.05397554527918918,2023-Q4
493,2024,Q1,Uttar Pradesh,North,Prayagraj,Rural,1348590,16,33,17,15,626065,542366,282388,152099,122176.78,61142.8,17363.77,43670.21,67339.82,36109.38,14181.98,17048.46,5931571,4277748,175293.0,83970.0,111932,44945.0,67069,0.8663094087674602,0.4510522070392052,0.2429444227037129,0.279991694153163,0.13412345363500594,0.7211829715938661,0.5362262625590623,0.21060317654546742,0.25317056089547013,0.5004453383040542,0.3574346123706976,39129.0625,84286.875,40866.36363636364,0.19515031186857595,0.1075604290289347,2024-Q1
494,2024,Q2,Uttar Pradesh,North,Prayagraj,Semi-Urban,1348590,18,35,17,24,719939,514229,309925,245548,134543.33,58558.69,12369.92,63614.72,108767.86,45684.78,20819.4,42263.68,6692514,4705351,160305.0,128077.0,74636,34270.0,36402,0.7142674587708125,0.4304878607770936,0.34106778490955486,0.22266469798135674,0.1778997942881272,0.7030767511282009,0.4200209510419714,0.19141132316108822,0.3885677257969404,0.4352403794376132,0.47281957418476267,39996.61111111111,74921.66666666667,38531.142857142855,0.1868815691329404,0.15107927199387727,2024-Q2
495,2024,Q3,Uttar Pradesh,North,Prayagraj,Rural,1348590,12,24,6,9,777970,605701,406420,308709,109349.83,55105.06,11183.74,43061.03,72326.88,32407.51,14781.01,25138.36,5210104,2633148,186093.0,113555.0,50962,23765.0,29413,0.7785660115428615,0.5224108898800724,0.39681350180598224,0.2392033111816651,0.14596321194904688,0.5053925986890089,0.44807006744933553,0.204363993027212,0.3475659395234524,0.5039336595219215,0.39379146725696784,64830.833333333336,112382.5,56191.25,0.14055790069025798,0.09296872630050003,2024-Q3
496,2024,Q4,Uttar Pradesh,North,Prayagraj,Semi-Urban,1348590,21,35,21,29,828582,681739,375567,188687,146927.28,83993.92,20156.7,42776.67,95625.54,42945.9,22015.69,30663.94,10939753,6925090,154110.0,130274.0,66962,34597.0,51515,0.8227779507640764,0.45326473420856356,0.22772278422654607,0.18599245457902777,0.157225235402169,0.6330206906865264,0.44910491485852005,0.23022813779665977,0.3206668427702474,0.5716700125395365,0.2911417811586793,39456.28571428572,64218.57142857143,38531.142857142855,0.1773237651795477,0.11540866202741551,2024-Q4
497,2025,Q1,Uttar Pradesh,North,Prayagraj,Rural,1364210,19,34,15,27,730429,507227,299635,268175,85047.92,37478.89,9511.04,38058.0,48314.01,23705.8,13758.71,10849.5,4182225,2117544,195448.0,155997.0,116373,49505.0,88150,0.6944234141853624,0.4102178308911612,0.3671472518205055,0.2675797373872067,0.21356901218325122,0.5063199612646379,0.4906609904663264,0.2847768173248298,0.22456219220884377,0.44067967799800395,0.44748889802360836,38443.63157894737,71800.52631578948,40123.82352941176,0.11643557416258117,0.06614470400271621,2025-Q1
498,2025,Q2,Uttar Pradesh,North,Prayagraj,Semi-Urban,1364210,21,38,14,32,719713,526509,374187,202674,119066.59,65080.52,16691.37,37294.71,88000.68,38867.74,17493.34,31639.61,7066433,3988805,179359.0,110569.0,54098,23213.0,38339,0.7315541055948691,0.5199114091311398,0.2816039171169619,0.24920905972241714,0.15362929389909588,0.5644722025950009,0.4416754506896992,0.19878641846858458,0.3595382444772018,0.5465892657209718,0.31322564961338023,34272.04761904762,64962.380952380954,35900.26315789474,0.16543620859981686,0.12227190560681826,2025-Q2
499,2025,Q3,Uttar Pradesh,North,Prayagraj,Rural,1364210,19,41,19,15,790167,601554,440205,320952,60967.26,30741.14,9013.16,21212.96,39289.83,15732.77,8383.55,15173.51,9531436,5802703,210690.0,186619.0,52197,26412.0,32293,0.7612998264923744,0.5571037514854454,0.40618249053681055,0.2666398368952386,0.23617665632708024,0.6087963030964064,0.40042855873899175,0.2133771003845015,0.3861943408765067,0.5042237423823869,0.34794018953779454,41587.73684210526,71800.52631578948,33273.41463414634,0.07715743633940673,0.049723450865449964,2025-Q3
500,2025,Q4,Uttar Pradesh,North,Prayagraj,Semi-Urban,1364210,25,46,21,37,1032230,702346,401247,293293,182444.04,78875.14,15115.19,88453.7,153575.66,76730.86,45906.04,30938.76,6622530,3408974,226974.0,142723.0,95116,44607.0,45628,0.6804161863150654,0.3887185995369249,0.28413531867897657,0.21988704067891846,0.13826666537496488,0.514754029049321,0.499629042779305,0.29891481501691086,0.2014561422037841,0.4323251118534757,0.48482647062628076,41289.2,54568.4,29656.739130434784,0.1767474690718154,0.14878046559390834,2025-Q4
501,2021,Q1,Bihar,East,Patna,Rural,940846,16,34,11,20,408616,318642,218376,169527,43116.18,21311.58,7446.92,14357.68,36539.14,13445.51,6521.15,16572.48,3372940,1769159,111152.0,45031.0,68834,29614.0,56360,0.7798079370362394,0.5344284120054036,0.4148809640346927,0.2720206746676586,0.11020371204260235,0.5245154079230582,0.3679755462224891,0.17847026503634184,0.45355418874116904,0.4942826567659751,0.33299981584639454,25538.5,58802.875,27671.941176470587,0.10551760087710711,0.08942170644321319,2021-Q1
502,2021,Q2,Bihar,East,Patna,Rural,940846,18,36,18,14,518022,380474,218206,157778,45747.54,21063.94,5084.41,19599.19,26989.07,14113.44,6182.72,6692.91,4381319,2356093,140302.0,88987.0,74992,16241.0,36628,0.7344745976039627,0.42122921420325776,0.3045777978541452,0.27084177892058636,0.17178227951708613,0.5377588347253418,0.5229316904954487,0.22908236556502318,0.2479859439395281,0.46043874708891447,0.42842063201649744,28779.0,52269.22222222222,26134.61111111111,0.08831196358455819,0.05210023898598901,2021-Q2
503,2021,Q3,Bihar,East,Patna,Semi-Urban,940846,21,40,16,28,630208,504437,329479,177371,72573.42,34051.01,12953.9,25568.5,59411.29,22750.42,9552.34,27108.53,4290196,2745731,116587.0,85155.0,81364,38970.0,43104,0.800429382045293,0.5228099294201279,0.28144834721234896,0.1849976515690058,0.13512205494059104,0.6400012959780859,0.3829309210421117,0.16078324507008684,0.4562858338878014,0.4691939555831874,0.35231218261451647,30009.904761904763,44802.19047619047,23521.15,0.11515788438102975,0.09427251002843506,2021-Q3
