Record_ID,Year,Quarter,State,Region,District,Rural_Urban,Population,Branches,Banking_Outlets,ATMs,BC_Outlets,Total_Accounts,Active_Accounts,Women_Accounts,Jan_Dhan_Accounts,Total_Deposits_Lakh,Savings_Deposits_Lakh,Current_Deposits_Lakh,Term_Deposits_Lakh,Total_Loans_Lakh,Agricultural_Loans_Lakh,MSME_Loans_Lakh,Personal_Loans_Lakh,Digital_Transactions,UPI_Transactions,Mobile_Banking_Users,Internet_Banking_Users,Agricultural_Beneficiaries,SHG_Accounts,KCC_Accounts
298,2025,Q2,Rajasthan,North,Ajmer,Rural,1275550,26,46,26,21,989143,882852,532271,268076,174704.31,86461.64,29482.08,58760.59,133057.89,57578.0,26743.81,48736.08,9278318,7150710,280328.0,195806.0,116055,67789.0,70338
299,2025,Q3,Rajasthan,North,Ajmer,Semi-Urban,1275550,29,46,25,37,1127954,791715,466402,337925,126898.57,66947.27,16607.11,43344.18,99992.33,42050.6,20558.25,37383.48,6069593,4378906,271455.0,233937.0,72883,76397.0,54430
300,2025,Q4,Rajasthan,North,Ajmer,Rural,1275550,26,54,16,39,897143,670681,467547,352017,97451.72,47041.86,11389.21,39020.65,75789.03,32395.01,15798.62,27595.41,10262028,5691501,293309.0,94066.0,45830,29909.0,30910
301,2021,Q1,Madhya Pradesh,Central,Bhopal,Urban,714954,32,58,30,38,622986,553638,335498,216050,78944.78,45589.94,9342.97,24011.87,47385.44,22903.36,9467.63,15014.45,6458169,4719859,206120.0,131407.0,36389,29549.0,23614
302,2021,Q2,Madhya Pradesh,Central,Bhopal,Semi-Urban,714954,27,58,20,34,436757,384844,199428,162997,32408.75,16137.39,5439.01,10832.35,23463.75,12575.96,5343.44,5544.35,6091779,3375391,133739.0,55398.0,63614,30809.0,50829
303,2021,Q3,Madhya Pradesh,Central,Bhopal,Rural,714954,26,43,22,19,456034,302512,189976,135287,60746.68,26237.01,7919.49,26590.17,37071.65,17230.72,9239.61,10601.32,3331399,2363734,110339.0,80970.0,43587,22441.0,30066
304,2021,Q4,Madhya Pradesh,Central,Bhopal,Rural,714954,26,53,23,25,368102,237595,207846,134264,32927.73,16951.1,5385.57,10591.06,18584.68,7384.19,5288.55,5911.94,4419794,2934834,52837.0,38081.0,36248,10435.0,16689
305,2022,Q1,Madhya Pradesh,Central,Bhopal,Rural,723533,22,46,23,23,377880,288999,212223,146964,32855.15,16805.53,5609.9,10439.73,19398.3,8861.28,5492.14,5044.88,2202046,1240727,94388.0,62539.0,39411,27304.0,21856
306,2022,Q2,Madhya Pradesh,Central,Bhopal,Rural,723533,26,54,16,29,517229,446223,261330,186461,51194.24,22587.5,8061.42,20545.31,32630.66,17513.48,8509.89,6607.29,5298201,3525126,185625.0,73096.0,58749,15619.0,47356
307,2022,Q3,Madhya Pradesh,Central,Bhopal,Urban,723533,38,74,30,37,563747,464735,260556,198515,95955.55,41099.16,15926.2,38930.19,67286.3,27081.6,13043.25,27161.44,5342908,3766310,160604.0,138196.0,29526,27512.0,24120
308,2022,Q4,Madhya Pradesh,Central,Bhopal,Semi-Urban,723533,28,48,23,25,515255,432001,275272,138037,100655.66,48394.02,13104.72,39156.92,75458.88,34860.35,17211.92,23386.61,7299290,4689998,151754.0,67082.0,31014,32619.0,24656
309,2023,Q1,Madhya Pradesh,Central,Bhopal,Urban,732112,32,62,19,49,456676,315460,210677,137214,79783.77,35689.11,8514.6,35580.06,57285.34,21739.26,14071.1,21474.98,5352869,4034330,115803.0,,67181,17004.0,33501
310,2023,Q2,Madhya Pradesh,Central,Bhopal,Rural,732112,23,52,24,33,379420,335892,176305,84214,45893.04,23268.71,5225.17,17399.16,32411.21,15318.64,9128.04,7964.53,5378875,4043163,131701.0,69465.0,30884,19576.0,17148
311,2023,Q3,Madhya Pradesh,Central,Bhopal,Rural,732112,27,45,26,39,597357,414732,334992,171644,79943.34,34137.48,12154.37,33651.48,55694.8,22348.01,10395.87,22950.91,6777030,3414097,163482.0,49801.0,34035,26469.0,21421
312,2023,Q4,Madhya Pradesh,Central,Bhopal,Rural,732112,26,46,28,33,379302,280853,210513,107458,34791.72,17986.01,4767.55,12038.16,19750.57,7467.69,4881.49,7401.4,3868278,2185778,76963.0,62016.0,67285,25459.0,48262
313,2024,Q1,Madhya Pradesh,Central,Bhopal,Rural,740692,24,40,26,20,480674,347024,244123,118773,60014.38,33730.49,5044.72,21239.16,51104.05,26400.29,10305.64,14398.12,5997550,3826307,147560.0,43809.0,39402,20731.0,18699
314,2024,Q2,Madhya Pradesh,Central,Bhopal,Urban,740692,33,52,30,36,683678,470972,332552,219662,103798.27,46813.67,10531.01,46453.59,82373.24,31946.63,19793.37,30633.24,8177976,5197495,129971.0,137676.0,41581,25092.0,19477
315,2024,Q3,Madhya Pradesh,Central,Bhopal,Rural,740692,26,59,19,34,505692,386106,219245,159565,70880.41,40437.44,8004.68,22438.29,39971.32,17957.47,9442.21,12571.63,7092476,5416753,101852.0,105056.0,34683,34775.0,24647
316,2024,Q4,Madhya Pradesh,Central,Bhopal,Rural,740692,32,63,32,36,488634,370437,242277,126901,95465.39,49768.3,8587.08,37110.01,71539.6,26769.56,12234.54,32535.51,5291888,2681752,132283.0,74293.0,45077,16486.0,36747
317,2025,Q1,Madhya Pradesh,Central,Bhopal,Rural,749271,21,34,22,20,480872,385641,185106,187614,66274.42,28488.54,6378.9,31406.98,56025.83,27296.05,10924.27,17805.51,5025116,3021882,91418.0,99542.0,42571,17234.0,29704
318,2025,Q2,Madhya Pradesh,Central,Bhopal,Urban,749271,41,69,36,44,544461,376310,296745,175263,75860.92,34068.33,6720.6,35071.99,59600.84,23199.44,15294.2,21107.2,4576288,2701440,120982.0,76449.0,30747,22040.0,21387
319,2025,Q3,Madhya Pradesh,Central,Bhopal,Semi-Urban,749271,30,51,19,21,676312,459214,287775,188499,63650.79,27498.6,5946.27,30205.92,48550.9,20290.98,12580.15,15679.76,6697122,3448228,167581.0,78619.0,50339,,27641
320,2025,Q4,Madhya Pradesh,Central,Bhopal,Semi-Urban,749271,27,60,29,33,532162,363497,229584,170656,69779.72,33419.41,8188.26,28172.05,47210.62,24423.19,11855.07,10932.35,6163732,3029530,138013.0,67911.0,65372,26947.0,39050
321,2021,Q1,Madhya Pradesh,Central,Indore,Rural,573351,19,34,11,20,312173,228829,160997,96270,62627.14,34394.6,5695.04,22537.5,42655.73,17803.2,10225.75,14626.77,1748792,1285528,101574.0,31044.0,27389,18242.0,17826
322,2021,Q2,Madhya Pradesh,Central,Indore,Semi-Urban,573351,28,46,17,33,480096,353446,213829,166787,98333.88,56962.59,8088.64,33282.65,57745.9,27249.92,15873.23,14622.75,5533809,2749830,103970.0,59323.0,32774,24144.0,21543
323,2021,Q3,Madhya Pradesh,Central,Indore,Semi-Urban,573351,29,58,24,37,350451,225585,141531,93627,51631.06,27478.41,8204.38,15948.27,34377.09,14814.15,7395.04,12167.9,3136777,2436538,60882.0,29832.0,25806,9579.0,19055
324,2021,Q4,Madhya Pradesh,Central,Indore,Rural,573351,17,37,15,26,322191,259477,152386,113547,40324.98,20213.44,5357.51,14754.02,32965.64,16387.36,8338.03,8240.26,3438993,2573157,64734.0,68533.0,51711,8943.0,38971
325,2022,Q1,Madhya Pradesh,Central,Indore,Rural,580231,22,36,21,15,268200,209899,140235,110631,45557.72,22008.69,3650.47,19898.56,26863.23,12274.1,6837.18,7751.95,2620730,1316269,68959.0,55861.0,26992,17969.0,19386
326,2022,Q2,Madhya Pradesh,Central,Indore,Urban,580231,24,39,26,21,322960,290430,140879,116357,32121.01,18136.99,3598.13,10385.89,24771.2,9600.84,6130.16,9040.2,3033542,1618856,89300.0,47119.0,51707,14487.0,27960
327,2022,Q3,Madhya Pradesh,Central,Indore,Rural,580231,25,58,19,36,352742,234229,182764,115636,59562.02,29213.36,10132.56,20216.11,47513.86,21272.95,11614.82,14626.09,3459817,1706222,71358.0,74184.0,31679,19812.0,14915
328,2022,Q4,Madhya Pradesh,Central,Indore,Rural,580231,19,36,13,20,307366,204742,159162,100834,30051.62,15467.25,2621.19,11963.18,17990.69,6560.29,4924.49,6505.91,3229263,2198532,85096.0,,36914,17554.0,17135
329,2023,Q1,Madhya Pradesh,Central,Indore,Semi-Urban,587111,25,45,17,31,451477,390017,202472,172307,70712.53,35670.93,9317.29,25724.31,52376.73,26181.19,15454.1,10741.43,6617337,4228231,93263.0,50970.0,42209,22177.0,20456
330,2023,Q2,Madhya Pradesh,Central,Indore,Semi-Urban,587111,30,64,21,29,492440,315289,273905,134878,79931.56,42243.79,9707.13,27980.63,62150.48,26028.37,12356.52,23765.59,4443027,2606221,151066.0,85177.0,22280,13075.0,14594
331,2023,Q3,Madhya Pradesh,Central,Indore,Semi-Urban,587111,30,47,22,27,419153,268369,239263,111865,79493.65,45922.2,10763.9,22807.55,68139.95,23921.88,18040.29,26177.79,2227222,1352751,122052.0,39703.0,53439,21845.0,34476
332,2023,Q4,Madhya Pradesh,Central,Indore,Rural,587111,23,35,22,17,389216,340989,164144,140003,33966.92,15157.03,5217.16,13592.73,22058.34,9764.74,5380.48,6913.12,3733415,2533911,90202.0,91496.0,26124,23121.0,12994
333,2024,Q1,Madhya Pradesh,Central,Indore,Rural,593991,24,42,24,36,293027,232041,116490,88559,49966.31,25980.09,5409.06,18577.17,33714.68,12494.3,8788.18,12432.21,2214509,1278505,81448.0,60737.0,32700,7702.0,18841
334,2024,Q2,Madhya Pradesh,Central,Indore,Semi-Urban,593991,24,54,20,26,327091,283318,125145,136854,43712.37,24823.16,3603.61,15285.6,32428.91,14910.37,6184.35,11334.18,4249328,2040591,93922.0,70957.0,54178,10868.0,29062
335,2024,Q3,Madhya Pradesh,Central,Indore,Rural,593991,24,42,13,21,281181,182472,131115,75436,37874.71,21606.99,6461.21,9806.51,27915.41,11749.17,5956.05,10210.19,2249345,1657809,59683.0,48449.0,54436,11752.0,35789
336,2024,Q4,Madhya Pradesh,Central,Indore,Rural,593991,24,41,18,21,450986,299599,212474,156580,72022.01,40264.33,9854.91,21902.78,50058.01,18193.49,11265.88,20598.64,5130037,3222707,129843.0,72775.0,25011,11582.0,14060
337,2025,Q1,Madhya Pradesh,Central,Indore,Semi-Urban,600871,24,46,18,25,377924,248743,158477,87534,34750.21,18082.67,3879.43,12788.12,30272.22,11768.13,6309.22,12194.88,3956670,1937179,77866.0,30269.0,54926,26304.0,35599
338,2025,Q2,Madhya Pradesh,Central,Indore,Rural,600871,25,51,19,32,280314,178036,132152,94023,48943.56,26998.43,4943.53,17001.6,33283.95,13756.94,7190.06,12336.96,2816185,1724801,46134.0,39295.0,38718,18903.0,27537
339,2025,Q3,Madhya Pradesh,Central,Indore,Rural,600871,24,48,16,22,439052,277639,253955,108609,75933.33,37872.1,12761.74,25299.49,52110.06,23840.29,8697.27,19572.5,4142653,2139180,61250.0,46909.0,25131,19997.0,17332
340,2025,Q4,Madhya Pradesh,Central,Indore,Semi-Urban,600871,28,47,16,43,392921,337494,217166,150186,40326.27,21900.39,5632.46,12793.41,26666.82,10733.44,4721.75,11211.63,3918269,2439544,118979.0,80003.0,34136,22416.0,26744
341,2021,Q1,Madhya Pradesh,Central,Jabalpur,Urban,712640,26,47,16,20,522824,439027,285091,215346,106385.12,48836.11,16631.27,40917.74,79100.7,31818.18,23529.83,23752.69,3135525,2152535,199078.0,63967.0,50774,37533.0,27244
342,2021,Q2,Madhya Pradesh,Central,Jabalpur,Rural,712640,20,35,11,14,396318,284780,183163,88718,45922.14,23809.65,7135.29,14977.2,32034.39,13196.44,7290.82,11547.14,2925946,1983583,86572.0,81958.0,30799,23518.0,24267
343,2021,Q3,Madhya Pradesh,Central,Jabalpur,Semi-Urban,712640,22,45,15,21,452978,374124,199627,132506,84535.33,40977.93,7290.73,36266.68,69399.78,25571.68,17652.6,26175.5,6270920,3760334,87801.0,95241.0,47267,20418.0,26525
344,2021,Q4,Madhya Pradesh,Central,Jabalpur,Semi-Urban,712640,22,38,20,19,365882,261316,182147,115409,58963.87,24865.51,9295.99,24802.37,48417.85,17522.23,11887.89,19007.73,4603257,3384780,83185.0,72849.0,58174,14069.0,43653
345,2022,Q1,Madhya Pradesh,Central,Jabalpur,Rural,721191,16,36,16,12,373315,315683,162122,119101,61116.94,26772.12,9203.49,25141.32,52000.78,24986.22,13953.48,13061.09,4352984,2517467,98863.0,49448.0,62458,11621.0,38123
346,2022,Q2,Madhya Pradesh,Central,Jabalpur,Rural,721191,15,34,9,10,291519,247697,122981,78880,27894.8,12024.55,3155.48,12714.77,17942.62,8272.12,4705.6,4964.9,4326243,2545732,88811.0,75846.0,58893,18056.0,45959
347,2022,Q3,Madhya Pradesh,Central,Jabalpur,Rural,721191,10,22,6,9,324746,222287,159840,80615,40506.72,19665.04,6271.39,14570.29,23795.37,9506.56,6496.81,7792.0,4006349,3017553,93000.0,43841.0,66881,15066.0,34983
348,2022,Q4,Madhya Pradesh,Central,Jabalpur,Semi-Urban,721191,25,52,15,35,326586,246625,145723,122621,39826.42,20518.27,6347.91,12960.24,34907.15,16959.0,10398.6,7549.55,2140105,1195658,56106.0,46273.0,61541,8692.0,39538
349,2023,Q1,Madhya Pradesh,Central,Jabalpur,Rural,729743,14,30,8,13,363908,296026,167699,146956,45846.81,19521.26,6194.55,20131.0,35937.69,13400.72,7286.75,15250.22,2801730,1909827,125256.0,57187.0,34156,25394.0,16704
350,2023,Q2,Madhya Pradesh,Central,Jabalpur,Semi-Urban,729743,29,56,29,23,466734,364134,222173,150846,83974.78,36495.46,6881.76,40597.56,68513.56,25461.96,20426.46,22625.13,3345593,1847080,138746.0,91096.0,54410,32898.0,44261
351,2023,Q3,Madhya Pradesh,Central,Jabalpur,Rural,729743,17,26,11,17,453266,347469,190799,131588,48679.99,21498.51,7278.61,19902.87,28705.75,11371.69,6002.47,11331.59,5217723,3392061,144898.0,82169.0,55471,11396.0,44067
352,2023,Q4,Madhya Pradesh,Central,Jabalpur,Rural,729743,20,37,19,21,457898,343847,254127,178705,98344.02,55436.5,15062.41,27845.1,65999.59,24500.7,16922.98,24575.91,6274858,4526001,163138.0,91229.0,32682,17152.0,18840
353,2024,Q1,Madhya Pradesh,Central,Jabalpur,Rural,738295,18,38,14,12,320709,246141,142667,78034,40364.38,22825.14,3639.88,13899.37,22855.14,8023.59,4706.55,10124.99,2891211,1981342,96413.0,65493.0,41783,18726.0,19429
354,2024,Q2,Madhya Pradesh,Central,Jabalpur,Rural,738295,18,39,17,24,306569,211292,177570,74100,28222.78,13333.14,2851.0,12038.64,20157.75,8974.31,5769.37,5414.07,2865803,1895558,48392.0,38872.0,47108,20167.0,22291
355,2024,Q3,Madhya Pradesh,Central,Jabalpur,Semi-Urban,738295,19,42,17,16,344431,227155,172821,88743,32869.0,17606.9,5293.11,9968.99,26721.18,10034.17,7654.61,9032.4,2788629,1704093,89679.0,68034.0,60593,10217.0,38944
356,2024,Q4,Madhya Pradesh,Central,Jabalpur,Semi-Urban,738295,23,50,24,30,397163,248496,189003,130220,39314.26,20199.4,6149.76,12965.1,34507.73,17311.17,9355.34,7841.22,3698090,2729471,94498.0,78819.0,67736,28394.0,40040
357,2025,Q1,Madhya Pradesh,Central,Jabalpur,Rural,746846,19,40,12,24,407210,316163,228332,99077,39444.1,17366.21,5389.23,16688.65,26880.06,10938.01,4940.52,11001.53,4131290,2185812,97121.0,76382.0,31737,10723.0,14427
358,2025,Q2,Madhya Pradesh,Central,Jabalpur,Urban,746846,21,33,19,31,440893,327215,252393,174227,63494.3,35133.96,7289.32,21071.02,53615.25,23810.25,12540.23,17264.77,3592647,1735620,157038.0,94454.0,54198,26539.0,37439
359,2025,Q3,Madhya Pradesh,Central,Jabalpur,Urban,746846,27,43,21,35,589720,454484,279387,166118,65323.05,29114.25,7451.3,28757.49,42911.57,20058.01,7266.45,15587.11,6731119,4650719,198024.0,105656.0,39201,28612.0,31510
360,2025,Q4,Madhya Pradesh,Central,Jabalpur,Semi-Urban,746846,27,62,25,23,374747,292956,169221,104122,64999.53,30596.59,10724.84,23678.1,53902.47,22707.67,14906.72,16288.08,2400796,1153523,129252.0,59993.0,49588,15815.0,40609
361,2021,Q1,Madhya Pradesh,Central,Gwalior,Rural,643242,27,45,23,25,345509,215330,140300,98451,33978.3,15948.78,3161.08,14868.44,20920.34,9781.11,3534.83,7604.4,2049928,1260764,95656.0,67247.0,23367,19706.0,14093
362,2021,Q2,Madhya Pradesh,Central,Gwalior,Rural,643242,24,41,21,25,342154,278154,168686,136971,32570.63,17189.57,2980.25,12400.82,25382.0,11125.17,7419.1,6837.72,3115820,2389972,71435.0,69139.0,35248,25014.0,27618
363,2021,Q3,Madhya Pradesh,Central,Gwalior,Rural,643242,23,45,16,16,361381,252584,169386,92488,69670.93,30211.55,10102.93,29356.45,53347.5,28874.02,8558.16,15915.31,4488689,3124917,71850.0,77179.0,52067,10687.0,33329
364,2021,Q4,Madhya Pradesh,Central,Gwalior,Rural,643242,20,33,19,16,428544,378319,178774,182293,87111.82,38958.4,9722.59,38430.83,60114.36,24758.99,11980.13,23375.24,6041982,2900895,178861.0,57002.0,45522,30339.0,25334
365,2022,Q1,Madhya Pradesh,Central,Gwalior,Rural,650960,27,56,19,25,517475,454614,243970,205800,67823.16,30186.87,8317.87,29318.41,49331.01,17487.89,10960.16,20882.97,6231390,4691405,192371.0,116385.0,23487,27349.0,17411
366,2022,Q2,Madhya Pradesh,Central,Gwalior,Rural,650960,26,47,16,38,419837,363525,208730,151804,76543.27,37023.12,10054.98,29465.17,62383.15,26496.0,13371.02,22516.13,2908708,1961815,89019.0,110117.0,38921,19010.0,27300
367,2022,Q3,Madhya Pradesh,Central,Gwalior,Rural,650960,29,64,18,43,475017,411801,226609,158573,97590.74,47985.93,10485.27,39119.54,66336.94,28362.55,13278.09,24696.3,3295040,2251445,119352.0,120333.0,29533,20057.0,13962
368,2022,Q4,Madhya Pradesh,Central,Gwalior,Rural,650960,27,58,27,24,443322,333241,245917,168545,64194.02,35664.71,5196.76,23332.55,43841.54,23299.53,11558.55,8983.46,3823940,2432622,120346.0,75288.0,48381,20356.0,34555
369,2023,Q1,Madhya Pradesh,Central,Gwalior,Urban,658679,35,65,32,32,528483,457506,245018,217372,98835.21,45196.21,17299.92,36339.09,85615.82,31638.59,13878.31,40098.92,4026233,2539603,119814.0,146037.0,56583,13751.0,38117
370,2023,Q2,Madhya Pradesh,Central,Gwalior,Rural,658679,21,47,14,27,482210,328875,186595,147528,57114.06,31301.84,7179.37,18632.85,42844.06,20173.21,11816.48,10854.37,3260921,2089786,108693.0,57582.0,40804,22666.0,19737
371,2023,Q3,Madhya Pradesh,Central,Gwalior,Semi-Urban,658679,29,54,19,35,459258,342466,223857,120666,46790.35,22899.0,5671.43,18219.92,26284.57,11817.42,6244.79,8222.37,3157834,1754703,125102.0,89522.0,55094,33231.0,27563
372,2023,Q4,Madhya Pradesh,Central,Gwalior,Rural,658679,24,41,13,23,381142,312071,185518,95363,30926.22,13860.86,4348.9,12716.47,20447.93,9551.17,4175.29,6721.47,2999864,1825134,75709.0,51363.0,49069,14555.0,22300
373,2024,Q1,Madhya Pradesh,Central,Gwalior,Rural,666398,26,52,21,31,549014,467730,244089,148136,59838.85,32256.01,7798.31,19784.53,34250.13,16944.09,9344.66,7961.38,5359559,4002174,138106.0,118253.0,57119,28148.0,40317
374,2024,Q2,Madhya Pradesh,Central,Gwalior,Urban,666398,38,73,27,52,425192,309875,235193,158226,51145.68,24394.18,5544.72,21206.77,31102.17,15509.61,6073.94,9518.62,5516658,3295252,104763.0,61098.0,26521,12539.0,17731
375,2024,Q3,Madhya Pradesh,Central,Gwalior,Semi-Urban,666398,27,43,22,31,406818,264055,164645,98130,58770.72,27047.98,5721.75,26000.98,50900.47,26515.25,9786.6,14598.62,3375403,1640051,80580.0,42771.0,50167,20811.0,39255
376,2024,Q4,Madhya Pradesh,Central,Gwalior,Rural,666398,21,46,20,17,459479,306767,198009,126486,66013.43,37735.73,6115.29,22162.41,57518.71,22784.76,15426.65,19307.3,5344797,3060742,94524.0,45590.0,49667,24500.0,31019
377,2025,Q1,Madhya Pradesh,Central,Gwalior,Rural,674117,24,50,25,18,377072,309446,176264,114910,35125.88,15464.07,4484.24,15177.56,28170.71,11314.85,6403.49,10452.38,4929420,2979609,147891.0,79629.0,54651,10190.0,27078
378,2025,Q2,Madhya Pradesh,Central,Gwalior,Rural,674117,26,48,26,26,512155,419254,254662,151096,73968.29,32059.32,13261.06,28647.9,43787.02,15959.04,12391.48,15436.5,4452084,2659836,125137.0,104838.0,34195,21588.0,20583
379,2025,Q3,Madhya Pradesh,Central,Gwalior,Semi-Urban,674117,34,53,28,41,614657,389547,304070,245409,69715.39,29492.88,10683.57,29538.94,59810.74,28795.26,13245.93,17769.56,4884317,2386960,90245.0,118431.0,51495,30174.0,25541
380,2025,Q4,Madhya Pradesh,Central,Gwalior,Rural,674117,27,43,23,34,503770,427594,278182,175957,40327.87,19634.83,5507.0,15186.04,30818.42,12945.19,8887.84,8985.38,3194483,2419486,108965.0,108738.0,28144,14984.0,16132
381,2021,Q1,Madhya Pradesh,Central,Ujjain,Semi-Urban,577309,21,37,20,27,400730,326784,177200,96547,46750.0,26968.92,6048.74,13732.34,25862.15,9776.13,5304.1,10781.93,5564932,3280667,121051.0,44121.0,51816,25657.0,37800
382,2021,Q2,Madhya Pradesh,Central,Ujjain,Semi-Urban,577309,23,47,20,29,376155,337108,198029,144127,66382.88,28770.91,8516.22,29095.74,47772.21,24642.65,10611.63,12517.94,2501419,1662354,124197.0,75988.0,48888,12366.0,32750
383,2021,Q3,Madhya Pradesh,Central,Ujjain,Semi-Urban,577309,23,39,14,29,398423,318815,158413,162414,48105.9,23763.25,5724.92,18617.73,40167.48,21523.83,8133.25,10510.4,5660895,3134579,141752.0,88090.0,40190,15429.0,30340
384,2021,Q4,Madhya Pradesh,Central,Ujjain,Rural,577309,21,42,15,20,342121,293682,171689,136563,37474.14,18440.5,3041.57,15992.08,27496.58,13261.73,6678.04,7556.81,2407695,1239803,120830.0,68800.0,40866,13256.0,19593
385,2022,Q1,Madhya Pradesh,Central,Ujjain,Rural,584236,13,27,11,12,345641,277077,175409,116211,27613.66,13259.16,4811.98,9542.52,22641.4,10585.74,4421.99,7633.68,3324204,1890872,75632.0,52111.0,38498,11498.0,31250
386,2022,Q2,Madhya Pradesh,Central,Ujjain,Rural,584236,21,48,22,24,347818,258113,175998,101396,40123.42,20049.7,5535.17,14538.55,25863.48,10950.38,4441.94,10471.16,2017595,1031258,60293.0,44057.0,48944,9371.0,33957
387,2022,Q3,Madhya Pradesh,Central,Ujjain,Rural,584236,20,35,16,20,331323,216045,191967,102500,41149.98,19678.9,6720.92,14750.16,28801.26,14225.28,5041.47,9534.51,2075922,1086923,95057.0,57715.0,31535,24452.0,17187
388,2022,Q4,Madhya Pradesh,Central,Ujjain,Rural,584236,24,37,18,29,408066,312042,221915,136659,31923.8,16347.79,5588.56,9987.45,26608.91,10528.38,5077.39,11003.14,5417700,3859921,84970.0,,34215,20492.0,21274
389,2023,Q1,Madhya Pradesh,Central,Ujjain,Rural,591164,18,29,18,24,303371,232018,137730,113935,55502.77,29728.27,5575.28,20199.22,36716.75,16301.1,7575.07,12840.58,1937383,1161872,96585.0,43125.0,55448,11010.0,37510
390,2023,Q2,Madhya Pradesh,Central,Ujjain,Rural,591164,20,32,16,26,324807,280694,142196,77340,61641.98,31574.56,9813.42,20254.0,40500.23,19976.05,7247.87,13276.32,4469641,2443976,83011.0,41807.0,46136,23439.0,29770
391,2023,Q3,Madhya Pradesh,Central,Ujjain,Rural,591164,14,27,12,22,408335,351740,227779,129951,69388.27,33505.66,12224.57,23658.04,47684.27,22421.93,12368.0,12894.34,5509537,3505413,164316.0,59417.0,30216,26064.0,19771
392,2023,Q4,Madhya Pradesh,Central,Ujjain,Semi-Urban,591164,24,43,19,30,396249,267683,226784,129735,65673.39,31314.46,7927.86,26431.08,44988.57,20642.37,10621.16,13725.03,3534550,1875895,93490.0,39337.0,25164,28384.0,16956
393,2024,Q1,Madhya Pradesh,Central,Ujjain,Semi-Urban,598092,27,55,26,27,495409,420963,272866,126904,52393.51,24276.3,8673.27,19443.95,29367.72,10725.68,5825.03,12817.01,6508857,4223844,114488.0,70036.0,21140,23019.0,12703
394,2024,Q2,Madhya Pradesh,Central,Ujjain,Rural,598092,20,41,18,26,374058,231921,213506,146250,64894.3,36951.94,10446.61,17495.75,53621.01,19767.79,14125.32,19727.9,3079023,2351415,108905.0,59304.0,36828,20559.0,23063
395,2024,Q3,Madhya Pradesh,Central,Ujjain,Urban,598092,31,65,30,37,542700,479615,213207,165250,41418.21,20953.43,7085.81,13378.97,34350.72,12898.7,5943.51,15508.52,4905530,3678342,178996.0,108596.0,54212,24492.0,42253
396,2024,Q4,Madhya Pradesh,Central,Ujjain,Rural,598092,19,40,15,15,433454,323853,228385,128782,31456.26,15709.1,4686.87,11060.29,20775.69,10161.34,5356.16,5258.19,5857714,3671374,130520.0,70763.0,37091,15157.0,20913
397,2025,Q1,Madhya Pradesh,Central,Ujjain,Rural,605019,16,28,15,15,293234,195685,156871,72498,39058.98,20700.57,5598.26,12760.15,31932.19,11462.07,6434.39,14035.73,1952416,1118596,57303.0,29196.0,40120,17061.0,23711
398,2025,Q2,Madhya Pradesh,Central,Ujjain,Semi-Urban,605019,27,49,19,32,316699,203428,146819,132383,48959.83,27192.82,7502.12,14264.89,36798.81,18916.75,7969.72,9912.35,2652143,1701344,56469.0,45243.0,41688,22940.0,32676
399,2025,Q3,Madhya Pradesh,Central,Ujjain,Urban,605019,31,60,31,35,510927,336654,219945,190919,48022.04,22204.36,5521.87,20295.81,37637.13,15941.94,8947.73,12747.46,3838137,2589054,82810.0,94600.0,47508,18129.0,36929
400,2025,Q4,Madhya Pradesh,Central,Ujjain,Semi-Urban,605019,25,47,16,38,506734,343690,226784,197642,86817.54,42592.01,13165.67,31059.86,58822.61,23073.32,14621.82,21127.47,4397481,2999963,162827.0,62592.0,40832,34038.0,29882
401,2021,Q1,Uttar Pradesh,North,Lucknow,Semi-Urban,1315754,16,35,9,16,648606,438758,256619,250040,110479.86,61503.63,16425.79,32550.45,79725.28,41142.24,17435.51,21147.54,5399210,3452250,,77647.0,109648,41878.0,72927
402,2021,Q2,Uttar Pradesh,North,Lucknow,Semi-Urban,1315754,18,30,10,26,430197,296437,223299,131633,77295.27,32610.83,8507.55,36176.89,57257.61,24345.23,13448.79,19463.59,2942349,1820261,132778.0,89671.0,89403,31170.0,73264
403,2021,Q3,Uttar Pradesh,North,Lucknow,Rural,1315754,10,15,5,11,464185,290728,240162,130779,65561.94,29289.24,7914.47,28358.24,41084.4,18773.94,7717.13,14593.34,4306304,3041031,102390.0,44038.0,54766,22461.0,26080
404,2021,Q4,Uttar Pradesh,North,Lucknow,Semi-Urban,1315754,20,35,16,23,716250,554193,355689,217988,146997.72,68451.67,24169.51,54376.54,101823.97,52514.02,28022.4,21287.55,5990215,3409916,149136.0,144216.0,69446,43890.0,37156
405,2022,Q1,Uttar Pradesh,North,Lucknow,Rural,1331543,10,16,6,10,455129,287859,261296,168567,51332.75,25243.74,7321.31,18767.7,30712.54,11909.89,8609.37,10193.28,4678373,3176354,82507.0,56431.0,73904,26936.0,33795
406,2022,Q2,Uttar Pradesh,North,Lucknow,Semi-Urban,1331543,17,32,16,26,701342,613389,338351,207337,97494.42,54737.23,9817.55,32939.63,83163.11,42665.67,24702.76,15794.68,5008637,2572798,275329.0,107948.0,69870,39071.0,52234
